ID,NAME,DESCRIPTION,DOMAIN,LEVEL,PARENT
8.Party ABE,Party ABE,当事者は、関心がある、または企業の観点から直接的または間接的に価値を提供する個人、組織、または組織単位を表しています（企業はプロバイダー、サービスプロバイダまたはオペレーターとして理解されるべきではありません）。したがって、パーティーは企業と1つ以上の役割を果たしています。これは、企業が興味を持っている唯一のパーティーが興味があり、そのシステムで検討することを指定するために紹介されています。役割はPartyRoleの概念によって表されます。パーティーによって行われた役割の例には、競合他社、販売見通しなどの役割の例に含まれます。•顧客、ユーザー、従業員など、顧客、ユーザー、従業員などの関心があります。または、サービスプロバイダ、オペレータ、クラウドブローカー、インフラストラクチャプロバイダ、アプリケーション開発者などの間接的に。,Common Domain,1,8.Common Domain
8.Contact Medium ABE,Contact Medium ABE,電話、ファックス、電子メールなど、PartyRoleまたはPartyAccount / BillingAccountContactにアクセスできるさまざまな手段。,Common Domain,2,8.Party ABE
8.Currency ABE,Currency ABE,通貨モデル内の主なエンティティをグループ化します。,Common Domain,2,8.Party ABE
8.Identification ABE,Identification ABE,個人や組織によって使用されるさまざまな形態の識別、集合的にパーティーと呼ばれています。,Common Domain,2,8.Party ABE
8.Party Community ABE,Party Community ABE,パーティーコミュニティABEは、コミュニティ、コミュニティにコミュニティを犯し、コミュニティに貢献し、コミュニティから資産を消費することができる党ロールであるコミュニティで構成されています。,Common Domain,2,8.Party ABE
8.Party Demographic ABE,Party Demographic ABE,人口統計は、彼らのサイズ、成長、密度、分布、ならびに誕生、結婚、病気、そして死に関する統計を含む、個人および組織の研究に対処する。人口統計データは、市場セグメントのメイクアップ、サイズ、顧客の分類、ランキングなど、決定を下すことを可能にする当事者に関する情報です。人口統計は、「何」情報を提供し、2つのカテゴリに分類することができます：個々の人口統計と組織の人口統計。,Common Domain,2,8.Party ABE
8.Party Organization ABE,Party Organization ABE,パーティー組織をモデル化するために使用されます。,Common Domain,2,8.Party ABE
8.Party Profile ABE,Party Profile ABE,マーケッジとマーケティングキャンペーンの策定と標的化の締約国グループに使用される特性。パーティーProfileTypeは、1つ以上のPartyRoleScificationsを分類するために使用されます。 PartyProfLietypeは、1つ以上の地理的エリアに定義できます。プロファイルは、1つまたは複数のProductofferingsと1つ以上の市場セグメントをターゲットにすることができます。 PartyProfileLitesは、人口統計学的に基づくことができます（または定義された）。,Common Domain,2,8.Party ABE
8.Party Role Examples ABE,Party Role Examples ABE,当事者がプレイする可能性がある一連のパーティロールのセットです。,Common Domain,2,8.Party ABE
8.Party Role Group ABE,Party Role Group ABE,パーティーロールグループABEは、PartyRolegrougsを指定するために使用されるすべてのビジネスエンティティを含みます。,Common Domain,2,8.Party ABE
8.Permission ABE,Permission ABE,Pemission ABEには、権限の仕様を記述するためのすべてのビジネスエンティティが含まれており、権限の範囲を含めて付与された効果的な権限。,Common Domain,2,8.Party ABE
8.Skill ABE,Skill ABE,個人または組織が所有しているスキルとスキルの仕様のカタログ。,Common Domain,2,8.Party ABE
8.Party Payment ABE,Party Payment ABE,パーティー支払いABEには、PaymentMethodやBankAccountなどの支払いを説明するために必要なすべてのエンティティが含まれています。,Common Domain,1,8.Common Domain
8.Bank ABE,Bank ABE,銀行ABEは銀行に関連する才能を包括しています。,Common Domain,2,8.Party Payment ABE
8.Payment Method ABE,Payment Method ABE,支払い方法ABEには、すべての種類の支払い方法が含まれています。 PaymentMethodは、Partyが支払いを提供する方法、例えば現金、クレジット、転送です。,Common Domain,2,8.Party Payment ABE
8.Party Privacy ABE,Party Privacy ABE,Party Privacy Profile Abeには、Party Privacy Management Processingが指定するためのパーティープライバシー管理プロセスが使用しているすべてのエンティティが含まれています。,Common Domain,1,8.Common Domain
8.Party Privacy Profile ABE,Party Privacy Profile ABE,パーティーのプライバシープロファイルABEには、パーティーのプライバシー管理プロセスが独自のプライバシーのために行われた選択を指定するためのすべてのエンティティが含まれています。,Common Domain,2,8.Party Privacy ABE
8.Party Privacy Profile Type ABE,Party Privacy Profile Type ABE,パーティーのプライバシープロファイルABEには、パーティーのプライバシー管理プロセスが指定するためのパーティープライバシー管理プロセスで使用されているすべてのエンティティが含まれています - プライバシールール、 - プライバシールール自体。,Common Domain,2,8.Party Privacy ABE
8.Performance ABE,Performance ABE,製品および/またはサービスおよび/またはリソースが機能している方法の尺度を表します。,Common Domain,1,8.Common Domain
8.Performance Category ABE,Performance Category ABE,,Common Domain,2,8.Performance ABE
8.Performance Category Specification ABE,Performance Category Specification ABE,,Common Domain,3,8.Performance Category ABE
8.Performance Monitoring ABE,Performance Monitoring ABE,,Common Domain,2,8.Performance ABE
8.Performance Collection ABE,Performance Collection ABE,,Common Domain,3,8.Performance Monitoring ABE
8.Performance Production ABE,Performance Production ABE,,Common Domain,3,8.Performance Monitoring ABE
8.Performance Specification ABE,Performance Specification ABE,,Common Domain,2,8.Performance ABE
8.Performance Threshold ABE,Performance Threshold ABE,,Common Domain,2,8.Performance ABE
8.Policy ABE,Policy ABE,ポリシードメインは、仕様（例えば、テンプレート）を定義する一連の階層化されたABESと、他のドメインの実体の動作と定義を管理するのに使用できるポリシーエンティティの定義で構成されています。ポリシーは3つのプライマリフォームを取ります。最初のものは、他のエンティティの定義、変更、および構成を管理するためのポリシーの使用方法の定義です。 2つ目は、ポリシー自体の管理方法の定義です。 3つ目は、アプリケーションのポリシーを使用してエンティティを管理する方法です。,Common Domain,1,8.Common Domain
8.Policy Application ABE,Policy Application ABE,ポリシーアプリケーションABEは、ポリシーエンティティを使用して他のエンティティの構成を管理できる概念とアプリケーションコンポーネントを定義します。これは、ポリシーの意思決定機能、およびポリシーを強制して実行するエンティティを提供するためのエンティティで構成されています。また、NGOSSポリシーシステムを構築するために必要なエンティティも含まれています。これらには、ポリシーコンポーネントを大規模な分散システムに拡大することができるように、ポリシーの管理と使用状況を調整するためのエンティティが含まれます。,Common Domain,2,8.Policy ABE
8.Policy Server ABE,Policy Server ABE,,Common Domain,3,8.Policy Application ABE
8.PolicyApp Role ABE,PolicyApp Role ABE,,Common Domain,3,8.Policy Application ABE
8.Policy Framework ABE,Policy Framework ABE,,Common Domain,2,8.Policy ABE
8.Policy Framework Spec ABE,Policy Framework Spec ABE,ポリシー仕様ABEには、ポリシーエンティティの不変特性と動作を定義するエンティティが含まれています。これにより、複数のインスタンスを単一の仕様エンティティから派生させることができます。この派生では、各インスタンスは、その関連テンプレートで定義されている不変特性と動作を使用します。このドメインには、政策、そのコンポーネント、および複数の政策をグループ化できる方法の仕様が含まれています。,Common Domain,2,8.Policy ABE
8.Policy Management ABE,Policy Management ABE,ポリシー管理ABEには、他のドメイン内の他のエンティティを管理するために使用されるエンティティが含まれています。これには、他の一般的なビジネスエンティティサブドメイン（例えば、場所およびパーティー）、およびその他の兄弟ドメイン（例えば、製品、サービス、およびリソース）のエンティティが含まれます。,Common Domain,2,8.Policy ABE
8.Policy Structure ABE,Policy Structure ABE,ポリシーABEには、ポリシーのさまざまなコンポーネントを表すために使用されるエンティティが含まれています。これらのコンポーネントは、次のように定義されたトリプレットであるPolicyRuleの概念を中心にします。 。このABEの新規な特徴は、同じトリプレットを使用して条件および行動句を形成することができるということです。このABEはまた、政治量とその構成要素をグループ化して綴る能力を含んでいます。,Common Domain,2,8.Policy ABE
8.Policy Action ABE,Policy Action ABE,,Common Domain,3,8.Policy Structure ABE
8.Policy Condition ABE,Policy Condition ABE,,Common Domain,3,8.Policy Structure ABE
8.Policy Event ABE,Policy Event ABE,,Common Domain,3,8.Policy Structure ABE
8.Policy Statement ABE,Policy Statement ABE,,Common Domain,3,8.Policy Structure ABE
8.Policy Value ABE,Policy Value ABE,,Common Domain,3,8.Policy Structure ABE
8.Policy Variable ABE,Policy Variable ABE,,Common Domain,3,8.Policy Structure ABE
8.Project ABE,Project ABE,プロジェクトマネージャによって使用されるツールを表して、品質、費用、および時間の企業の目標が計画およびスケジューリング作業によって達成されるようにします。プロジェクトの一般的な業界の定義、作業内訳構造、およびプロジェクトマネージャへのサポートを提供します。,Common Domain,1,8.Common Domain
8.Activity ABE,Activity ABE,,Common Domain,2,8.Project ABE
8.EntitiesToBeFixedInPh4 ABE,EntitiesToBeFixedInPh4 ABE,,Common Domain,2,8.Project ABE
8.Project Calendar ABE,Project Calendar ABE,,Common Domain,2,8.Project ABE
8.Project Element ABE,Project Element ABE,,Common Domain,2,8.Project ABE
8.Project Resource ABE,Project Resource ABE,,Common Domain,2,8.Project ABE
8.Project Role ABE,Project Role ABE,,Common Domain,2,8.Project ABE
8.Project Scope ABE,Project Scope ABE,,Common Domain,2,8.Project ABE
8.SCRUM Blade ABE,SCRUM Blade ABE,,Common Domain,2,8.Project ABE
8.Work Breakdown Structure ABE,Work Breakdown Structure ABE,,Common Domain,2,8.Project ABE
8.Work Order ABE,Work Order ABE,,Common Domain,2,8.Project ABE
8.Root Business Entities ABE,Root Business Entities ABE,ビジネスビューの基礎としてまとめて役立つ一連の共通のビジネスエンティティ。この一連のエンティティは、SIDフレームワークの異なるドメイン内のエンティティを互いに関連付けることを可能にし、情報フレームワークに全体的な全体的なコヒーレンスを提供します。,Common Domain,1,8.Common Domain
8.Association ABE,Association ABE,EntitySpecification /エンティティパターンを使用して作成された暗黙的なサブクラスと同様に、関連付けられているSIDエンティティ（クラスとサブクラス）の間で関連付けを動的に作成できるパターン。,Common Domain,2,8.Root Business Entities ABE
8.Characteristic ABE,Characteristic ABE,パターン（ABEの内容）を使用すると、エンティティがその関連付けを介して作成されるエンティティの種類に固有の属性をextitySpecificationに介して作成でき、RootEntityTypeとの関連付けを介して特定のエンティティに固有の属性を作成できます。 RootEntityTypeはSIDのエンティティです。たとえば、これらのエンティティのすべてのインスタンスに適用される製品、顧客、および製品専用のエンティティ（RootEntityTypeのインスタンス）に対して特性を定義できます。,Common Domain,2,8.Root Business Entities ABE
8.Characteristic Pricing ABE,Characteristic Pricing ABE,価格設定は、特性分類とその関連する特性分割の組み合わせに基づくことを可能にします。,Common Domain,3,8.Characteristic ABE
8.Entity Identification ABE,Entity Identification ABE,Dynamicallに使用できるエンティティのコレクションは、任意のタイプのエンティティに対してさまざまな識別フォーマットを指定し、エンティティに関連付けられている識別インスタンスを表します。,Common Domain,2,8.Root Business Entities ABE
8.Entity Specification Action ABE,Entity Specification Action ABE,関連エンティティ仕様のアクションとワークフローを定義するために使用できるエンティティのコレクション。,Common Domain,2,8.Root Business Entities ABE
8.External System Capability ABE,External System Capability ABE,フルフィルメント、課金、保証、ポリシー、および請求などの外部システム機能を定義するために使用できるエンティティの集まり。,Common Domain,2,8.Root Business Entities ABE
8.Root Entity Attachment ABE,Root Entity Attachment ABE,画像や文書のような関連するルートエンティティ添付ファイルを定義するために使用できるエンティティのコレクション。,Common Domain,2,8.Root Business Entities ABE
8.Entity Specification Attachment Example Instances ABE,Entity Specification Attachment Example Instances ABE,EntitySpecificationAttachmentsを拡張するために使用できる添付ファイル例エンティティの集まり。,Common Domain,3,8.Root Entity Attachment ABE
8.Root Entity Group ABE,Root Entity Group ABE,ルートエンティティグループABEは、RootEntityRelationshipのインスタンス数を減らすために、ルートエンティティグループのグループをRootEntityRelationshipエンティティを使用することを代替として関連付けることができます。また、グループからルートエンティティを選択することもできます。たとえば、7チャンネルパックのうち3つを選択してください。そして、グループのルートエンティティメンバを制限する式を定義すること。例えば、チャネルパック3またはチャネルパック4のいずれも選択することができるが、両方ではない。,Common Domain,2,8.Root Business Entities ABE
8.Test ABE,Test ABE,テストは、特に広範囲の使用にされる前に、エンティティの品質、性能、または信頼性を確立することを目的とした手順です。テストは、エンティティの正しい機能に関連する問題を診断するために使用された後にエンティティの上で実行されてもよい。したがって、テストは、製品、サービス、またはリソースに対して実行されてもよい。テストは3つのカテゴリに分けられます。•プロアクティブ/制御。実体上の履行プロセス中に確立されているテスト、および一般に、エンティティの寿命を通して継続的に実行されます。これらのテストは、エンティティを消費者に提供する前に、テスト中のエンティティの正しい機能を確立するためにしばしば使用されます。これらの試験の結果は任意の時間に照会することができる。 •オンデマンド/制御。特定の時点で要求されたテストでは、それはまた将来の時点で実際に実行されるようにスケジュールされ得る。これらのテストは通常​​保証プロセスの一部として実行されます。それらは問題を検出するため、またはテスト中のエンティティによって提供される機能の消費者になされた品質、性能、または信頼性の約束を保証するために使用されます。これらのテストは、それらが「管理されている」という意味で制御され、中断され、再開され、その結果が要求される可能性がある。 •オンデマンド/制御不能すぐに実行されるように要求されたテスト、およびテストが完了してリアルタイムを返すまでの要求がブロックされているテスト。これらのテストは、それらが「管理されていない」という点で制御されていません。テストABEは製品テストABE、サービステストABE、およびリソーステストABEに特化しています。,Common Domain,1,8.Common Domain
8.Usage ABE,Usage ABE,その意図された目的のために製品、サービスまたはリソースを採用することの発生は、ビジネスにとって関心があり、それに適用される料金を与えることができる。使用属性を表す特性で構成されています。,Common Domain,1,8.Common Domain
8.IP Detail Record ABE,IP Detail Record ABE,,Common Domain,2,8.Usage ABE
8.Usage Example Instances ABE,Usage Example Instances ABE,,Common Domain,2,8.Usage ABE
8.Usage Spec ABE,Usage Spec ABE,,Common Domain,2,8.Usage ABE
8.Users and Roles ABE,Users and Roles ABE,ユーザーと役割ABEは、ユーザーと役割の種類とその製品、サービス、およびリソースの使用への関与を表しています。,Common Domain,1,8.Common Domain
